age,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,Prof-specialty,White,Female,0,0,40,United-States,>50K
60,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
31,Other-service,White,Female,0,0,48,United-States,<=50K
20,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
27,Exec-managerial,White,Female,0,0,40,United-States,<=50K
34,Sales,White,Female,0,0,60,United-States,<=50K
28,Exec-managerial,White,Male,0,0,50,United-States,<=50K
43,Transport-moving,White,Male,0,0,40,United-States,<=50K
43,Sales,White,Male,0,0,60,United-States,>50K
44,Prof-specialty,White,Male,0,0,50,United-States,>50K
17,Sales,White,Female,0,0,16,United-States,<=50K
31,Adm-clerical,White,Female,0,0,40,United-States,<=50K
55,Adm-clerical,White,Male,0,0,50,United-States,>50K
41,Prof-specialty,White,Male,0,0,35,United-States,>50K
29,Other-service,White,Female,0,0,40,United-States,<=50K
45,Exec-managerial,White,Male,0,0,60,United-States,<=50K
58,Prof-specialty,White,Female,0,0,40,United-States,<=50K
42,Exec-managerial,White,Male,0,0,55,United-States,>50K
27,Exec-managerial,White,Female,0,0,40,United-States,<=50K
35,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
18,Other-service,White,Female,0,0,20,United-States,<=50K
45,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
46,Adm-clerical,White,Female,0,0,48,United-States,<=50K
59,Exec-managerial,White,Male,0,0,60,United-States,<=50K
56,Tech-support,Black,Female,0,0,40,United-States,<=50K
33,Craft-repair,Other,Male,0,0,40,United-States,<=50K
57,Protective-serv,White,Male,0,0,14,United-States,>50K
62,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Exec-managerial,White,Male,0,1980,45,England,<=50K
52,Craft-repair,Black,Female,0,0,40,United-States,<=50K
52,Exec-managerial,White,Male,0,0,50,United-States,<=50K
18,Other-service,White,Male,0,0,35,United-States,<=50K
35,Craft-repair,White,Male,0,0,40,United-States,<=50K
43,Prof-specialty,White,Female,0,0,40,United-States,>50K
30,Sales,White,Male,0,0,40,England,<=50K
26,Sales,White,Male,0,0,40,United-States,<=50K
49,Protective-serv,Asian-Pac-Islander,Male,0,0,40,India,<=50K
34,Craft-repair,White,Male,0,0,55,United-States,<=50K
63,Sales,White,Male,0,0,35,United-States,<=50K
27,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
65,Sales,White,Male,9386,0,40,United-States,>50K
26,Prof-specialty,Black,Female,0,0,40,United-States,<=50K
63,Tech-support,White,Male,0,0,55,United-States,>50K
47,Protective-serv,White,Male,0,0,40,United-States,<=50K
28,Other-service,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
48,Prof-specialty,White,Male,0,0,50,United-States,<=50K
55,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Adm-clerical,White,Female,0,0,35,United-States,<=50K
30,Tech-support,White,Male,0,0,45,United-States,<=50K
24,Craft-repair,White,Male,0,0,60,United-States,<=50K
28,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
20,Farming-fishing,White,Male,0,2258,10,United-States,<=50K
26,Exec-managerial,White,Female,0,0,55,United-States,>50K
21,Other-service,White,Female,0,0,40,United-States,<=50K
41,Other-service,White,Female,0,0,40,United-States,<=50K
56,Prof-specialty,White,Male,99999,0,70,United-States,>50K
26,Sales,White,Male,0,0,40,United-States,<=50K
29,Craft-repair,White,Male,0,0,35,United-States,<=50K
36,Adm-clerical,White,Female,0,0,40,United-States,>50K
46,Adm-clerical,White,Male,0,0,40,Portugal,<=50K
17,Other-service,White,Female,0,0,30,United-States,<=50K
45,Exec-managerial,White,Male,0,0,50,United-States,>50K
52,Adm-clerical,White,Female,0,0,40,United-States,<=50K
27,Exec-managerial,White,Male,0,0,60,United-States,>50K
45,Adm-clerical,White,Female,0,0,38,United-States,<=50K
43,Adm-clerical,White,Female,0,0,40,United-States,<=50K
27,Sales,White,Male,0,0,40,United-States,<=50K
66,Adm-clerical,White,Male,0,0,40,United-States,<=50K
39,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
31,Transport-moving,Black,Male,0,0,40,United-States,<=50K
27,Prof-specialty,White,Female,0,0,40,United-States,<=50K
55,Transport-moving,White,Male,0,0,32,United-States,<=50K
39,Exec-managerial,White,Male,0,0,50,United-States,>50K
39,Adm-clerical,Asian-Pac-Islander,Female,3464,0,20,United-States,<=50K
24,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
36,Exec-managerial,White,Male,0,1887,50,United-States,>50K
58,Tech-support,White,Male,0,0,40,United-States,>50K
44,Exec-managerial,White,Male,7298,0,48,United-States,>50K
50,Machine-op-inspct,White,Male,0,0,50,United-States,>50K
61,Prof-specialty,White,Male,0,1902,40,United-States,>50K
27,Exec-managerial,White,Female,0,0,25,United-States,<=50K
23,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
24,Exec-managerial,White,Male,0,0,40,United-States,<=50K
44,Adm-clerical,White,Male,0,0,40,United-States,>50K
41,Adm-clerical,White,Female,3103,0,40,United-States,>50K
29,Craft-repair,White,Female,0,0,50,United-States,<=50K
33,Craft-repair,White,Male,0,0,50,United-States,>50K
31,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
35,Prof-specialty,White,Female,0,0,32,United-States,<=50K
35,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
44,Prof-specialty,White,Male,0,0,40,United-States,<=50K
40,Adm-clerical,White,Female,0,0,40,United-States,<=50K
40,Exec-managerial,White,Male,0,0,40,United-States,<=50K
20,Prof-specialty,White,Female,0,0,48,United-States,<=50K
57,Farming-fishing,White,Male,0,0,72,United-States,<=50K
28,Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
63,Craft-repair,White,Male,0,0,49,United-States,<=50K
21,Sales,White,Male,0,0,40,United-States,<=50K
24,Prof-specialty,White,Female,0,0,40,United-States,<=50K
39,Prof-specialty,White,Female,0,0,45,United-States,>50K
72,Priv-house-serv,White,Female,0,0,12,Cuba,<=50K
27,Tech-support,Asian-Pac-Islander,Male,0,0,40,India,>50K
66,Priv-house-serv,White,Female,0,0,50,England,<=50K
30,Tech-support,White,Male,0,0,45,Nicaragua,<=50K
23,Adm-clerical,White,Male,0,0,40,United-States,<=50K
35,Craft-repair,White,Male,0,0,40,United-States,>50K
26,Sales,White,Male,0,0,55,United-States,<=50K
67,Prof-specialty,White,Male,0,0,40,United-States,<=50K
32,Adm-clerical,Other,Female,0,1740,40,United-States,<=50K
67,Prof-specialty,White,Male,20051,0,25,United-States,>50K
33,Sales,White,Male,0,0,40,United-States,<=50K
63,Craft-repair,Asian-Pac-Islander,Male,0,0,40,South,<=50K
41,Exec-managerial,White,Male,0,0,40,United-States,>50K
18,Sales,White,Male,0,0,25,United-States,<=50K
43,Prof-specialty,White,Female,15024,0,50,United-States,>50K
31,Sales,White,Male,0,0,48,United-States,<=50K
31,Craft-repair,White,Male,0,0,48,United-States,>50K
50,Farming-fishing,White,Male,0,0,50,United-States,<=50K
19,Adm-clerical,White,Male,0,0,15,United-States,<=50K
58,Prof-specialty,White,Female,0,0,62,Canada,<=50K
44,Farming-fishing,White,Male,0,0,40,United-States,<=50K
45,Transport-moving,White,Male,0,0,60,United-States,<=50K
19,Sales,White,Male,0,0,40,United-States,<=50K
45,Prof-specialty,White,Male,0,0,40,United-States,>50K
30,Prof-specialty,White,Female,0,0,40,United-States,<=50K
18,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
19,Other-service,White,Male,0,0,20,United-States,<=50K
32,Craft-repair,White,Male,0,0,40,United-States,<=50K
50,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
58,Sales,White,Male,7688,0,40,United-States,>50K
61,Other-service,White,Male,0,0,30,United-States,<=50K
35,Other-service,White,Female,0,0,40,United-States,<=50K
18,Other-service,White,Male,0,0,16,United-States,<=50K
29,Prof-specialty,White,Male,0,0,15,United-States,<=50K
38,Craft-repair,White,Male,0,0,40,United-States,>50K
31,Adm-clerical,White,Female,0,0,40,United-States,>50K
32,Prof-specialty,White,Male,0,2002,42,United-States,<=50K
28,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
20,Other-service,Black,Male,0,0,40,United-States,<=50K
47,Exec-managerial,White,Female,0,0,40,Germany,<=50K
55,Other-service,White,Female,0,0,20,United-States,<=50K
54,Protective-serv,White,Male,0,0,40,United-States,>50K
53,Exec-managerial,Black,Male,0,0,40,United-States,>50K
25,Other-service,White,Female,0,0,12,United-States,<=50K
31,Exec-managerial,White,Male,0,1564,40,United-States,>50K
42,Sales,White,Male,99999,0,80,United-States,>50K
36,Protective-serv,White,Male,0,0,48,United-States,>50K
45,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Other-service,Black,Female,0,0,20,United-States,<=50K
40,Exec-managerial,White,Female,0,0,40,United-States,<=50K
31,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
48,Sales,White,Male,0,0,50,United-States,>50K
40,Adm-clerical,Black,Female,2977,0,40,United-States,<=50K
71,Exec-managerial,White,Female,0,0,16,Poland,<=50K
74,Transport-moving,Black,Male,0,0,40,United-States,<=50K
40,Sales,White,Male,0,0,50,United-States,<=50K
51,Prof-specialty,White,Female,0,0,40,United-States,>50K
33,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
30,Other-service,White,Male,0,0,55,Germany,<=50K
47,Transport-moving,White,Male,0,0,50,Cuba,<=50K
26,Prof-specialty,White,Male,0,1602,40,United-States,<=50K
22,Protective-serv,White,Male,0,0,25,United-States,<=50K
47,Prof-specialty,White,Female,0,1876,40,United-States,<=50K
45,Sales,Asian-Pac-Islander,Male,0,0,50,South,>50K
49,Other-service,White,Female,0,0,20,United-States,<=50K
34,Exec-managerial,White,Male,0,0,40,United-States,<=50K
40,Other-service,White,Female,0,0,50,United-States,<=50K
48,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Sales,White,Female,0,0,40,United-States,<=50K
25,Farming-fishing,Other,Male,0,0,40,Mexico,<=50K
27,Adm-clerical,Black,Female,0,1887,40,United-States,>50K
53,Prof-specialty,Black,Female,0,1669,35,United-States,<=50K
36,Craft-repair,White,Male,0,0,55,United-States,>50K
73,Protective-serv,White,Male,2228,0,10,United-States,<=50K
41,Other-service,Black,Male,0,0,20,United-States,<=50K
46,Exec-managerial,White,Male,0,0,40,United-States,>50K
49,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
39,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
43,Prof-specialty,White,Female,0,1887,70,United-States,>50K
37,Adm-clerical,White,Male,0,0,38,United-States,<=50K
20,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
64,Adm-clerical,White,Male,0,0,5,United-States,<=50K
30,Exec-managerial,White,Male,0,0,50,United-States,<=50K
31,Transport-moving,White,Male,0,0,65,United-States,<=50K
38,Exec-managerial,White,Female,0,0,45,United-States,<=50K
34,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Exec-managerial,White,Male,8614,0,50,United-States,>50K
43,Exec-managerial,White,Male,0,0,40,United-States,<=50K
26,Sales,White,Male,0,0,60,United-States,<=50K
18,Sales,Black,Female,0,0,18,United-States,<=50K
39,Sales,White,Female,0,0,40,United-States,<=50K
33,Transport-moving,White,Male,0,0,43,United-States,<=50K
37,Prof-specialty,White,Male,0,0,40,United-States,>50K
22,Sales,White,Male,0,0,15,United-States,<=50K
26,Craft-repair,White,Male,0,0,40,United-States,<=50K
53,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
64,Prof-specialty,White,Male,0,0,25,United-States,<=50K
54,Exec-managerial,White,Male,0,0,40,United-States,>50K
37,Other-service,Black,Male,0,0,30,United-States,<=50K
44,Protective-serv,White,Female,0,0,40,Cuba,<=50K
38,Prof-specialty,White,Male,0,0,50,United-States,>50K
29,Craft-repair,White,Male,0,0,40,United-States,<=50K
17,Farming-fishing,White,Male,0,0,35,United-States,<=50K
45,Prof-specialty,White,Female,0,0,50,United-States,<=50K
31,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
29,Exec-managerial,White,Female,0,0,40,United-States,<=50K
36,Adm-clerical,White,Female,0,0,42,United-States,<=50K
42,Prof-specialty,White,Female,0,0,50,United-States,<=50K
36,Adm-clerical,White,Female,0,0,35,United-States,<=50K
53,Exec-managerial,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K
63,Prof-specialty,White,Male,0,0,15,United-States,<=50K
60,Craft-repair,White,Male,0,0,40,United-States,<=50K
49,Craft-repair,White,Male,0,0,40,United-States,<=50K
34,Exec-managerial,White,Male,0,0,50,United-States,>50K
90,Craft-repair,White,Male,9386,0,50,Ecuador,>50K
48,Sales,White,Female,0,0,20,United-States,<=50K
20,Sales,Black,Female,0,0,30,United-States,<=50K
59,Prof-specialty,White,Male,0,0,40,United-States,>50K
48,Sales,Black,Male,0,0,8,United-States,<=50K
28,Exec-managerial,White,Male,0,0,50,United-States,<=50K
29,Other-service,White,Female,0,0,40,El-Salvador,<=50K
47,Other-service,White,Male,0,0,40,United-States,<=50K
38,Sales,White,Female,0,0,40,United-States,<=50K
20,Other-service,White,Female,0,0,20,United-States,<=50K
44,Adm-clerical,White,Female,0,0,32,United-States,<=50K
39,Prof-specialty,White,Female,0,0,40,United-States,<=50K
52,Exec-managerial,White,Male,0,1977,50,United-States,>50K
27,Transport-moving,White,Male,0,0,40,United-States,>50K
72,Prof-specialty,White,Male,0,2392,25,United-States,>50K
25,Handlers-cleaners,White,Male,0,0,95,United-States,<=50K
43,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
35,Exec-managerial,White,Female,0,0,50,United-States,>50K
40,Handlers-cleaners,White,Male,0,0,40,Ireland,<=50K
31,Craft-repair,White,Male,0,0,40,United-States,<=50K
59,Craft-repair,White,Male,0,0,38,United-States,>50K
43,Craft-repair,White,Male,0,0,60,United-States,<=50K
44,Sales,White,Female,0,1408,46,United-States,<=50K
54,Other-service,Black,Female,0,0,38,United-States,<=50K
19,Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
44,Prof-specialty,White,Female,0,0,40,United-States,<=50K
34,Exec-managerial,White,Male,0,0,45,United-States,<=50K
24,Exec-managerial,White,Female,0,0,40,United-States,<=50K
18,Other-service,White,Male,0,0,15,United-States,<=50K
25,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Transport-moving,White,Male,0,0,50,United-States,>50K
43,Exec-managerial,White,Female,0,0,40,United-States,<=50K
59,Prof-specialty,White,Male,0,1902,43,United-States,>50K
28,Craft-repair,White,Male,0,0,40,United-States,<=50K
43,Handlers-cleaners,Black,Female,0,0,50,United-States,<=50K
49,Prof-specialty,White,Male,0,0,43,United-States,>50K
21,Transport-moving,White,Male,0,0,30,United-States,<=50K
28,Exec-managerial,White,Female,0,0,45,United-States,<=50K
59,Craft-repair,White,Male,15024,0,50,United-States,>50K
30,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
54,Exec-managerial,White,Female,0,0,40,United-States,<=50K
45,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
55,Prof-specialty,White,Male,0,0,40,United-States,>50K
43,Exec-managerial,White,Male,0,0,49,United-States,>50K
25,Adm-clerical,White,Female,0,0,40,United-States,>50K
41,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
45,Other-service,White,Female,0,0,40,United-States,<=50K
22,Sales,Black,Female,0,0,35,United-States,<=50K
44,Craft-repair,White,Male,4386,0,55,United-States,<=50K
38,Tech-support,White,Female,0,0,40,United-States,<=50K
34,Exec-managerial,Asian-Pac-Islander,Male,1471,0,40,Cambodia,<=50K
48,Exec-managerial,White,Male,0,0,47,United-States,<=50K
24,Adm-clerical,White,Female,0,0,40,United-States,<=50K
22,Other-service,White,Male,0,0,40,United-States,<=50K
32,Transport-moving,White,Male,0,0,40,United-States,<=50K
28,Craft-repair,White,Male,0,0,40,United-States,<=50K
25,Craft-repair,White,Male,0,0,40,Mexico,<=50K
24,Craft-repair,White,Male,0,0,40,United-States,<=50K
24,Prof-specialty,White,Male,0,0,40,United-States,<=50K
33,Exec-managerial,White,Male,0,0,40,United-States,<=50K
37,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
39,Sales,White,Male,15024,0,50,United-States,>50K
51,Sales,White,Male,5178,0,45,United-States,>50K
29,Exec-managerial,White,Male,0,1590,50,United-States,<=50K
37,Adm-clerical,White,Female,0,0,40,United-States,<=50K
42,Exec-managerial,White,Female,0,0,40,United-States,<=50K
39,Sales,Black,Female,0,0,30,Puerto-Rico,<=50K
44,Prof-specialty,White,Female,0,0,45,Mexico,<=50K
36,Sales,Black,Female,0,0,25,United-States,<=50K
22,Exec-managerial,White,Female,0,0,20,United-States,<=50K
42,Prof-specialty,White,Male,99999,0,40,United-States,>50K
33,Prof-specialty,White,Male,0,0,40,United-States,<=50K
30,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
39,Sales,White,Male,0,0,40,United-States,<=50K
69,Machine-op-inspct,White,Female,0,0,28,Peru,<=50K
44,Prof-specialty,White,Male,0,0,44,United-States,>50K
37,Adm-clerical,White,Male,0,0,62,United-States,<=50K
38,Exec-managerial,White,Male,7688,0,40,United-States,>50K
40,Exec-managerial,White,Male,0,0,40,United-States,>50K
29,Other-service,White,Female,0,0,40,El-Salvador,<=50K
25,Sales,Amer-Indian-Eskimo,Male,6849,0,40,United-States,<=50K
37,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
39,Craft-repair,Black,Male,0,0,40,United-States,<=50K
40,Machine-op-inspct,White,Male,0,0,55,United-States,<=50K
43,Prof-specialty,White,Female,13550,0,40,United-States,>50K
74,Exec-managerial,White,Male,0,0,56,Mexico,<=50K
20,Other-service,White,Female,0,0,20,United-States,<=50K
36,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
18,Sales,White,Female,0,0,40,United-States,<=50K
26,Protective-serv,White,Male,0,0,40,United-States,<=50K
35,Adm-clerical,White,Male,8614,0,40,United-States,>50K
40,Prof-specialty,White,Male,0,0,60,United-States,<=50K
41,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,Taiwan,>50K
28,Sales,White,Male,0,0,40,United-States,<=50K
52,Prof-specialty,White,Female,6849,0,60,United-States,<=50K
24,Tech-support,White,Male,0,0,35,United-States,<=50K
18,Sales,White,Female,0,0,30,United-States,<=50K
18,Adm-clerical,White,Female,0,0,12,United-States,<=50K
58,Adm-clerical,White,Male,0,0,48,United-States,<=50K
59,Exec-managerial,White,Male,0,0,45,United-States,>50K
49,Prof-specialty,White,Male,0,0,22,United-States,<=50K
22,Machine-op-inspct,White,Male,0,0,45,United-States,<=50K
20,Machine-op-inspct,Black,Female,0,0,35,United-States,<=50K
45,Exec-managerial,White,Male,2174,0,50,United-States,<=50K
38,Other-service,White,Male,0,0,35,Mexico,<=50K
19,Sales,White,Female,0,0,30,United-States,<=50K
35,Tech-support,White,Male,0,0,40,United-States,>50K
40,Machine-op-inspct,White,Male,2580,0,40,United-States,<=50K
90,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
21,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
41,Other-service,White,Male,0,0,55,Outlying-US(Guam-USVI-etc),<=50K
26,Adm-clerical,White,Female,0,0,15,United-States,<=50K
23,Prof-specialty,White,Female,0,0,40,United-States,<=50K
49,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
41,Craft-repair,White,Male,0,0,43,United-States,>50K
38,Sales,White,Male,0,0,50,United-States,<=50K
45,Other-service,White,Male,0,0,10,Mexico,<=50K
26,Transport-moving,White,Male,0,0,75,United-States,<=50K
33,Prof-specialty,White,Male,0,0,50,United-States,>50K
32,Handlers-cleaners,White,Male,2829,0,40,United-States,<=50K
63,Craft-repair,White,Male,0,0,48,United-States,<=50K
23,Other-service,Black,Male,2202,0,80,United-States,<=50K
31,Machine-op-inspct,White,Male,0,0,40,Mexico,<=50K
42,Transport-moving,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
38,Prof-specialty,White,Male,0,0,50,United-States,>50K
52,Other-service,White,Male,0,0,40,United-States,<=50K
30,Other-service,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
53,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
38,Craft-repair,White,Male,0,0,40,United-States,>50K
23,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Exec-managerial,White,Female,0,0,40,United-States,<=50K
24,Adm-clerical,Black,Female,0,0,45,United-States,<=50K
44,Prof-specialty,White,Male,0,0,40,United-States,>50K
90,Transport-moving,White,Male,0,0,99,United-States,<=50K
35,Prof-specialty,White,Male,0,0,40,United-States,<=50K
18,Protective-serv,White,Female,0,0,6,United-States,<=50K
26,Protective-serv,White,Male,0,0,40,United-States,<=50K
17,Other-service,White,Male,0,0,20,United-States,<=50K
28,Machine-op-inspct,White,Female,0,0,40,Mexico,<=50K
35,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
26,Exec-managerial,White,Male,0,2258,45,United-States,>50K
40,Sales,White,Male,0,0,51,United-States,<=50K
39,Prof-specialty,White,Male,0,0,45,United-States,>50K
58,Adm-clerical,White,Female,0,0,40,United-States,>50K
31,Craft-repair,White,Male,0,0,40,United-States,<=50K
53,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
55,Prof-specialty,White,Male,7298,0,40,United-States,>50K
51,Exec-managerial,White,Female,99999,0,35,United-States,>50K
42,Adm-clerical,White,Female,99999,0,40,United-States,>50K
33,Prof-specialty,White,Male,0,0,45,United-States,<=50K
54,Prof-specialty,White,Male,0,0,46,England,>50K
23,Exec-managerial,White,Male,0,0,40,United-States,<=50K
24,Adm-clerical,White,Male,0,0,60,United-States,<=50K
28,Transport-moving,White,Male,0,0,20,United-States,<=50K
19,Craft-repair,White,Male,0,0,40,Mexico,<=50K
29,Other-service,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K
26,Protective-serv,White,Male,0,0,40,United-States,<=50K
18,Other-service,Black,Male,0,1602,23,United-States,<=50K
34,Adm-clerical,White,Male,0,0,40,United-States,<=50K
20,Other-service,White,Female,0,0,40,United-States,<=50K
30,Adm-clerical,White,Female,0,0,40,United-States,<=50K
22,Exec-managerial,White,Female,0,0,40,United-States,<=50K
26,Prof-specialty,White,Male,0,0,40,United-States,<=50K
62,Sales,White,Female,0,0,43,United-States,<=50K
25,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
25,Adm-clerical,White,Female,0,0,40,United-States,<=50K
19,Other-service,White,Male,0,0,33,United-States,<=50K
34,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
39,Prof-specialty,White,Female,0,0,45,United-States,<=50K
31,Sales,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19,Sales,Asian-Pac-Islander,Female,0,0,18,Philippines,<=50K
41,Exec-managerial,White,Male,0,0,50,United-States,<=50K
39,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
41,Sales,White,Male,0,0,40,United-States,<=50K
48,Farming-fishing,White,Male,0,0,98,United-States,<=50K
46,Exec-managerial,White,Female,0,0,40,United-States,<=50K
37,Exec-managerial,White,Male,0,0,60,United-States,>50K
73,Sales,White,Male,0,0,40,United-States,<=50K
37,Tech-support,White,Male,0,0,40,United-States,<=50K
46,Other-service,White,Male,0,0,25,United-States,<=50K
38,Adm-clerical,White,Male,0,0,45,United-States,<=50K
58,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
51,Other-service,Black,Female,0,0,30,United-States,<=50K
58,Sales,White,Male,0,0,47,United-States,<=50K
57,Farming-fishing,White,Male,0,0,75,United-States,<=50K
43,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Exec-managerial,Black,Male,0,0,40,United-States,<=50K
53,Other-service,White,Male,0,0,40,Dominican-Republic,<=50K
27,Other-service,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
32,Prof-specialty,White,Female,0,0,35,United-States,<=50K
35,Exec-managerial,White,Male,4386,0,47,United-States,>50K
57,Other-service,White,Male,0,0,40,Iran,<=50K
29,Prof-specialty,White,Male,0,0,45,United-States,<=50K
35,Exec-managerial,White,Female,0,0,30,United-States,<=50K
36,Prof-specialty,White,Male,0,1672,50,United-States,<=50K
31,Prof-specialty,White,Male,0,0,45,United-States,<=50K
42,Exec-managerial,White,Female,0,0,40,United-States,<=50K
66,Sales,White,Male,0,0,30,United-States,<=50K
30,Prof-specialty,White,Male,7688,0,50,United-States,>50K
43,Sales,White,Male,0,0,50,United-States,<=50K
18,Other-service,White,Female,0,0,22,United-States,<=50K
17,Sales,White,Male,0,0,30,United-States,<=50K
32,Adm-clerical,White,Female,0,0,40,United-States,<=50K
42,Sales,White,Female,0,0,40,Puerto-Rico,<=50K
32,Transport-moving,White,Male,0,0,40,United-States,<=50K
18,Adm-clerical,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
26,Adm-clerical,White,Female,0,0,20,United-States,<=50K
41,Adm-clerical,White,Female,0,0,43,United-States,<=50K
48,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
22,Prof-specialty,White,Female,0,0,40,United-States,<=50K
33,Craft-repair,White,Male,0,0,60,United-States,<=50K
25,Other-service,White,Female,0,0,40,United-States,<=50K
46,Exec-managerial,White,Female,0,0,50,United-States,>50K
22,Sales,White,Male,0,0,20,United-States,<=50K
24,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
19,Other-service,White,Male,0,0,12,United-States,<=50K
51,Machine-op-inspct,White,Male,0,0,25,United-States,<=50K
50,Prof-specialty,White,Female,0,0,40,United-States,<=50K
36,Craft-repair,White,Male,0,0,48,United-States,>50K
18,Adm-clerical,White,Male,0,0,35,United-States,<=50K
33,Handlers-cleaners,White,Male,0,0,7,United-States,<=50K
42,Sales,White,Male,0,0,60,United-States,<=50K
47,Other-service,White,Female,0,0,40,United-States,<=50K
49,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Prof-specialty,White,Male,25236,0,40,United-States,>50K
49,Craft-repair,White,Male,0,0,40,Cuba,<=50K
44,Prof-specialty,Black,Female,1151,0,50,United-States,<=50K
45,Adm-clerical,Black,Male,7298,0,40,United-States,>50K
34,Craft-repair,White,Male,0,0,40,United-States,>50K
32,Sales,White,Male,0,0,40,United-States,<=50K
58,Sales,White,Male,0,0,55,United-States,>50K
43,Transport-moving,White,Male,0,0,60,United-States,<=50K
49,Prof-specialty,White,Male,7298,0,40,United-States,>50K
61,Sales,White,Female,0,0,40,United-States,<=50K
46,Craft-repair,White,Male,0,0,40,United-States,<=50K
22,Prof-specialty,Black,Female,0,0,18,United-States,<=50K
47,Farming-fishing,White,Male,2829,0,65,United-States,<=50K
18,Prof-specialty,White,Male,0,0,20,United-States,<=50K
41,Other-service,White,Male,0,0,40,Peru,<=50K
32,Exec-managerial,White,Female,0,0,38,United-States,<=50K
38,Farming-fishing,White,Male,0,0,40,United-States,<=50K
20,Transport-moving,Black,Male,0,0,45,United-States,<=50K
25,Adm-clerical,White,Male,0,0,40,United-States,<=50K
45,Other-service,White,Female,0,0,40,United-States,<=50K
23,Exec-managerial,White,Female,0,0,40,Poland,<=50K
46,Exec-managerial,White,Female,0,0,40,United-States,<=50K
38,Craft-repair,White,Male,4386,0,35,United-States,<=50K
57,Exec-managerial,White,Female,0,0,38,United-States,<=50K
35,Transport-moving,White,Male,0,1741,60,United-States,<=50K
68,Other-service,Black,Female,0,0,20,United-States,<=50K
20,Prof-specialty,White,Male,0,0,36,United-States,<=50K
18,Handlers-cleaners,White,Male,0,0,27,United-States,<=50K
66,Craft-repair,White,Male,0,0,40,United-States,<=50K
35,Sales,White,Male,0,0,45,United-States,<=50K
