age,occupation,education,education-num,marital-status,race,sex
54,Prof-specialty,Masters,14,Divorced,White,Female
40,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
34,Adm-clerical,HS-grad,9,Never-married,White,Female
28,Sales,HS-grad,9,Separated,White,Female
52,Exec-managerial,7th-8th,4,Married-civ-spouse,White,Female
47,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
54,Sales,Bachelors,13,Married-civ-spouse,White,Male
50,Sales,Some-college,10,Divorced,White,Female
41,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
24,Handlers-cleaners,Some-college,10,Divorced,Black,Male
18,Sales,Some-college,10,Never-married,White,Male
47,Machine-op-inspct,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male
28,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
43,Transport-moving,Assoc-voc,11,Widowed,White,Female
35,Sales,Some-college,10,Married-civ-spouse,White,Male
48,Other-service,Bachelors,13,Never-married,Asian-Pac-Islander,Female
37,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
33,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
36,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
67,Sales,HS-grad,9,Married-civ-spouse,White,Female
27,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
90,Adm-clerical,Assoc-acdm,12,Married-civ-spouse,Asian-Pac-Islander,Male
33,Other-service,HS-grad,9,Divorced,White,Female
22,Adm-clerical,Bachelors,13,Never-married,White,Female
30,Protective-serv,HS-grad,9,Divorced,White,Female
35,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
49,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
22,Adm-clerical,Some-college,10,Never-married,Black,Male
26,Farming-fishing,HS-grad,9,Separated,White,Male
47,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
52,Prof-specialty,Masters,14,Divorced,Asian-Pac-Islander,Female
49,Other-service,Some-college,10,Never-married,White,Female
49,Prof-specialty,Bachelors,13,Divorced,Black,Female
42,Sales,Some-college,10,Divorced,White,Female
46,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
44,Sales,HS-grad,9,Married-civ-spouse,Black,Male
49,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
27,Sales,Bachelors,13,Never-married,White,Female
23,Sales,Bachelors,13,Never-married,White,Female
54,Farming-fishing,7th-8th,4,Married-civ-spouse,White,Male
45,Exec-managerial,Doctorate,16,Married-civ-spouse,White,Male
48,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
39,Exec-managerial,HS-grad,9,Divorced,White,Female
63,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
57,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
46,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
33,Prof-specialty,Assoc-acdm,12,Never-married,White,Female
43,Craft-repair,HS-grad,9,Divorced,White,Male
34,Adm-clerical,Assoc-acdm,12,Never-married,Asian-Pac-Islander,Female
34,Protective-serv,HS-grad,9,Never-married,White,Male
53,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
22,Prof-specialty,Bachelors,13,Never-married,White,Male
57,Prof-specialty,Some-college,10,Divorced,White,Male
47,Prof-specialty,Assoc-voc,11,Divorced,White,Female
36,Adm-clerical,HS-grad,9,Separated,Asian-Pac-Islander,Female
59,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Female
56,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
52,Other-service,Bachelors,13,Widowed,White,Female
20,Adm-clerical,Some-college,10,Never-married,White,Female
17,Handlers-cleaners,12th,8,Never-married,White,Male
33,Other-service,HS-grad,9,Married-civ-spouse,White,Male
35,Machine-op-inspct,HS-grad,9,Never-married,White,Male
78,Exec-managerial,11th,7,Married-civ-spouse,White,Male
52,Prof-specialty,HS-grad,9,Never-married,White,Female
35,Other-service,Assoc-acdm,12,Divorced,White,Female
18,Farming-fishing,Some-college,10,Never-married,White,Female
34,Sales,HS-grad,9,Divorced,White,Female
49,Sales,Some-college,10,Widowed,White,Female
33,Other-service,HS-grad,9,Married-civ-spouse,White,Female
41,Sales,Some-college,10,Married-civ-spouse,White,Male
65,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
30,Protective-serv,Assoc-voc,11,Divorced,Amer-Indian-Eskimo,Female
32,Protective-serv,Bachelors,13,Never-married,Black,Male
52,Transport-moving,10th,6,Married-civ-spouse,White,Male
46,Sales,Some-college,10,Divorced,White,Female
23,Tech-support,Bachelors,13,Never-married,White,Female
59,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
40,Other-service,HS-grad,9,Divorced,White,Female
20,Other-service,Some-college,10,Never-married,White,Male
53,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
30,Other-service,HS-grad,9,Separated,White,Female
57,Farming-fishing,Some-college,10,Married-civ-spouse,White,Male
33,Other-service,HS-grad,9,Married-civ-spouse,White,Male
22,Sales,12th,8,Never-married,White,Male
41,Sales,Some-college,10,Married-civ-spouse,White,Male
25,Handlers-cleaners,Some-college,10,Never-married,Black,Male
21,Adm-clerical,Some-college,10,Never-married,White,Female
19,Sales,Some-college,10,Never-married,White,Male
62,Sales,HS-grad,9,Married-civ-spouse,White,Male
35,Craft-repair,10th,6,Divorced,White,Female
22,Other-service,HS-grad,9,Never-married,White,Female
49,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
35,Prof-specialty,Bachelors,13,Divorced,White,Female
29,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
26,Sales,Some-college,10,Married-civ-spouse,White,Male
30,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
27,Exec-managerial,Masters,14,Never-married,White,Female
22,Adm-clerical,Some-college,10,Never-married,White,Female
32,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
18,Handlers-cleaners,10th,6,Never-married,White,Male
46,Exec-managerial,7th-8th,4,Married-civ-spouse,White,Male
22,Adm-clerical,Some-college,10,Never-married,Asian-Pac-Islander,Female
27,Tech-support,Bachelors,13,Never-married,White,Male
60,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
63,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
26,Craft-repair,Bachelors,13,Never-married,White,Female
28,Sales,Some-college,10,Married-civ-spouse,White,Female
65,Adm-clerical,Bachelors,13,Divorced,White,Female
34,Farming-fishing,Some-college,10,Married-civ-spouse,White,Male
25,Prof-specialty,Bachelors,13,Never-married,White,Female
27,Adm-clerical,Some-college,10,Divorced,White,Female
75,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
29,Sales,Bachelors,13,Never-married,White,Male
32,Adm-clerical,Some-college,10,Never-married,White,Male
29,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
44,Prof-specialty,Prof-school,15,Married-civ-spouse,Asian-Pac-Islander,Male
54,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
33,Other-service,Some-college,10,Married-civ-spouse,White,Female
24,Exec-managerial,Some-college,10,Never-married,White,Male
19,Sales,HS-grad,9,Never-married,White,Female
25,Craft-repair,HS-grad,9,Never-married,White,Male
48,Machine-op-inspct,HS-grad,9,Divorced,White,Female
51,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
31,Craft-repair,HS-grad,9,Never-married,White,Male
30,Tech-support,Bachelors,13,Never-married,White,Female
39,Sales,Bachelors,13,Married-civ-spouse,White,Male
32,Protective-serv,12th,8,Divorced,White,Male
51,Adm-clerical,Bachelors,13,Widowed,White,Female
48,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
60,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
27,Craft-repair,11th,7,Divorced,White,Male
17,Other-service,10th,6,Never-married,White,Female
34,Farming-fishing,HS-grad,9,Divorced,White,Male
45,Prof-specialty,HS-grad,9,Divorced,White,Female
27,Sales,Assoc-voc,11,Married-civ-spouse,White,Male
46,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
36,Craft-repair,11th,7,Married-civ-spouse,White,Male
36,Prof-specialty,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
57,Machine-op-inspct,7th-8th,4,Widowed,Black,Female
39,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
75,Protective-serv,Bachelors,13,Widowed,White,Female
50,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
36,Transport-moving,12th,8,Never-married,Asian-Pac-Islander,Male
43,Protective-serv,Bachelors,13,Married-civ-spouse,White,Male
57,Sales,Bachelors,13,Married-civ-spouse,White,Female
31,Sales,Bachelors,13,Married-civ-spouse,White,Male
59,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
28,Exec-managerial,Some-college,10,Married-civ-spouse,Amer-Indian-Eskimo,Male
40,Transport-moving,10th,6,Married-civ-spouse,White,Male
56,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
56,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
27,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
43,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
28,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Female
37,Transport-moving,9th,5,Married-civ-spouse,White,Male
46,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
47,Adm-clerical,Some-college,10,Married-civ-spouse,Black,Female
20,Prof-specialty,Some-college,10,Never-married,White,Male
30,Craft-repair,Some-college,10,Never-married,White,Male
43,Other-service,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male
41,Priv-house-serv,9th,5,Never-married,White,Female
49,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
45,Craft-repair,10th,6,Married-civ-spouse,White,Male
20,Prof-specialty,Some-college,10,Never-married,White,Male
50,Sales,Masters,14,Married-civ-spouse,White,Male
23,Farming-fishing,Some-college,10,Never-married,White,Male
40,Other-service,HS-grad,9,Divorced,White,Male
50,Prof-specialty,Masters,14,Married-civ-spouse,White,Female
66,Priv-house-serv,HS-grad,9,Married-civ-spouse,Black,Male
32,Machine-op-inspct,11th,7,Married-civ-spouse,White,Male
26,Machine-op-inspct,Assoc-acdm,12,Married-civ-spouse,White,Male
57,Other-service,10th,6,Widowed,White,Female
26,Sales,HS-grad,9,Divorced,White,Female
59,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
22,Transport-moving,11th,7,Never-married,White,Male
33,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
46,Adm-clerical,Some-college,10,Never-married,Black,Female
45,Prof-specialty,Some-college,10,Divorced,White,Female
46,Protective-serv,HS-grad,9,Married-civ-spouse,White,Male
21,Other-service,Some-college,10,Never-married,White,Female
28,Sales,HS-grad,9,Never-married,White,Male
25,Prof-specialty,Masters,14,Never-married,White,Male
38,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
27,Prof-specialty,Bachelors,13,Never-married,White,Male
43,Exec-managerial,HS-grad,9,Married-spouse-absent,White,Female
34,Protective-serv,HS-grad,9,Married-civ-spouse,White,Male
43,Protective-serv,Masters,14,Divorced,White,Male
30,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
22,Adm-clerical,Bachelors,13,Never-married,White,Male
35,Other-service,Bachelors,13,Never-married,White,Male
47,Adm-clerical,Assoc-acdm,12,Never-married,White,Female
27,Prof-specialty,Bachelors,13,Never-married,White,Female
44,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
51,Other-service,Some-college,10,Married-civ-spouse,White,Female
40,Other-service,Bachelors,13,Never-married,White,Male
40,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
28,Other-service,Bachelors,13,Married-civ-spouse,White,Male
19,Handlers-cleaners,HS-grad,9,Never-married,White,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,Black,Male
47,Craft-repair,7th-8th,4,Married-civ-spouse,White,Male
40,Sales,Bachelors,13,Married-civ-spouse,White,Male
64,Transport-moving,9th,5,Separated,White,Male
42,Machine-op-inspct,Some-college,10,Divorced,White,Male
31,Tech-support,Bachelors,13,Never-married,White,Male
25,Protective-serv,HS-grad,9,Never-married,White,Male
46,Adm-clerical,Some-college,10,Separated,White,Female
33,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
41,Other-service,5th-6th,3,Divorced,White,Female
80,Adm-clerical,HS-grad,9,Married-spouse-absent,White,Female
38,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
57,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
29,Adm-clerical,HS-grad,9,Never-married,White,Female
30,Prof-specialty,Bachelors,13,Never-married,White,Male
20,Handlers-cleaners,5th-6th,3,Never-married,White,Male
49,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
50,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
38,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
40,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
69,Handlers-cleaners,Bachelors,13,Married-civ-spouse,White,Male
38,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
47,Adm-clerical,Some-college,10,Separated,White,Female
18,Other-service,Some-college,10,Never-married,Asian-Pac-Islander,Male
67,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
33,Sales,Bachelors,13,Married-civ-spouse,White,Male
29,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
52,Farming-fishing,HS-grad,9,Married-civ-spouse,Other,Male
30,Machine-op-inspct,HS-grad,9,Never-married,White,Male
24,Machine-op-inspct,Some-college,10,Never-married,White,Female
39,Adm-clerical,HS-grad,9,Divorced,Black,Female
48,Exec-managerial,Assoc-voc,11,Married-civ-spouse,White,Male
34,Sales,HS-grad,9,Divorced,White,Male
41,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
43,Craft-repair,Assoc-voc,11,Married-civ-spouse,White,Male
47,Handlers-cleaners,5th-6th,3,Married-civ-spouse,White,Male
56,Prof-specialty,Some-college,10,Married-spouse-absent,Black,Male
48,Prof-specialty,Masters,14,Divorced,White,Male
19,Tech-support,HS-grad,9,Never-married,White,Male
43,Craft-repair,HS-grad,9,Married-AF-spouse,Black,Female
68,Sales,Bachelors,13,Married-civ-spouse,White,Male
32,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
29,Other-service,HS-grad,9,Never-married,White,Male
30,Machine-op-inspct,11th,7,Married-civ-spouse,White,Male
19,Other-service,Some-college,10,Never-married,White,Female
81,Prof-specialty,Bachelors,13,Widowed,White,Female
44,Machine-op-inspct,7th-8th,4,Married-civ-spouse,Other,Male
31,Prof-specialty,Assoc-voc,11,Married-civ-spouse,White,Male
30,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
29,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
38,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
22,Farming-fishing,Some-college,10,Never-married,White,Female
51,Prof-specialty,Assoc-voc,11,Widowed,Asian-Pac-Islander,Female
24,Machine-op-inspct,Preschool,1,Never-married,White,Female
55,Adm-clerical,HS-grad,9,Divorced,White,Male
25,Handlers-cleaners,HS-grad,9,Divorced,Asian-Pac-Islander,Female
44,Machine-op-inspct,9th,5,Married-civ-spouse,Black,Male
23,Prof-specialty,Bachelors,13,Never-married,White,Female
56,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
32,Craft-repair,HS-grad,9,Never-married,White,Male
20,Sales,Some-college,10,Never-married,White,Female
48,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
20,Other-service,HS-grad,9,Never-married,White,Male
33,Farming-fishing,5th-6th,3,Married-civ-spouse,Asian-Pac-Islander,Male
29,Machine-op-inspct,Some-college,10,Never-married,Black,Male
46,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
18,Other-service,7th-8th,4,Never-married,Asian-Pac-Islander,Female
21,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
28,Handlers-cleaners,Some-college,10,Never-married,White,Male
53,Prof-specialty,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
52,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
20,Sales,Some-college,10,Never-married,White,Female
31,Prof-specialty,Assoc-acdm,12,Never-married,Asian-Pac-Islander,Male
72,Exec-managerial,11th,7,Widowed,White,Female
23,Exec-managerial,Some-college,10,Never-married,White,Male
43,Machine-op-inspct,5th-6th,3,Married-civ-spouse,Asian-Pac-Islander,Female
26,Prof-specialty,Some-college,10,Never-married,White,Female
54,Machine-op-inspct,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
25,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
38,Craft-repair,7th-8th,4,Divorced,White,Female
49,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
46,Other-service,Some-college,10,Married-civ-spouse,White,Male
40,Other-service,Bachelors,13,Married-civ-spouse,White,Female
52,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
43,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
51,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
45,Sales,Bachelors,13,Married-civ-spouse,White,Female
67,Adm-clerical,7th-8th,4,Married-civ-spouse,White,Male
40,Prof-specialty,Assoc-acdm,12,Married-civ-spouse,White,Male
27,Farming-fishing,11th,7,Separated,White,Male
25,Craft-repair,Assoc-acdm,12,Never-married,White,Male
37,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
27,Sales,HS-grad,9,Never-married,White,Male
39,Other-service,Assoc-acdm,12,Divorced,Black,Female
31,Farming-fishing,Assoc-voc,11,Married-civ-spouse,White,Male
64,Sales,11th,7,Married-civ-spouse,White,Male
59,Sales,Masters,14,Married-civ-spouse,White,Male
34,Other-service,HS-grad,9,Divorced,White,Female
38,Other-service,HS-grad,9,Divorced,White,Male
25,Adm-clerical,5th-6th,3,Never-married,White,Female
42,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Female
40,Machine-op-inspct,HS-grad,9,Never-married,White,Male
46,Adm-clerical,Bachelors,13,Never-married,Asian-Pac-Islander,Female
67,Adm-clerical,Some-college,10,Divorced,Black,Female
25,Sales,HS-grad,9,Never-married,Black,Female
59,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
55,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
28,Craft-repair,HS-grad,9,Divorced,White,Male
34,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
32,Prof-specialty,Masters,14,Never-married,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
54,Exec-managerial,Doctorate,16,Married-civ-spouse,White,Male
40,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
28,Machine-op-inspct,11th,7,Never-married,White,Female
49,Exec-managerial,9th,5,Divorced,White,Male
25,Machine-op-inspct,HS-grad,9,Never-married,White,Male
43,Other-service,HS-grad,9,Married-civ-spouse,White,Male
31,Other-service,Assoc-acdm,12,Divorced,Amer-Indian-Eskimo,Female
42,Sales,HS-grad,9,Married-civ-spouse,White,Male
41,Prof-specialty,Masters,14,Divorced,White,Male
18,Other-service,Some-college,10,Never-married,White,Female
63,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
55,Adm-clerical,HS-grad,9,Widowed,White,Female
34,Exec-managerial,Prof-school,15,Never-married,White,Male
44,Prof-specialty,Prof-school,15,Divorced,White,Male
34,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
52,Sales,Some-college,10,Married-civ-spouse,White,Male
55,Sales,HS-grad,9,Married-civ-spouse,White,Male
22,Craft-repair,Some-college,10,Never-married,White,Male
46,Sales,Bachelors,13,Married-civ-spouse,White,Male
52,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
33,Sales,HS-grad,9,Married-civ-spouse,White,Male
54,Sales,Some-college,10,Married-civ-spouse,White,Male
54,Prof-specialty,Masters,14,Widowed,White,Female
48,Adm-clerical,HS-grad,9,Never-married,White,Female
22,Other-service,Some-college,10,Never-married,White,Female
46,Prof-specialty,7th-8th,4,Married-civ-spouse,White,Female
55,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
41,Prof-specialty,Masters,14,Divorced,White,Female
45,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
37,Other-service,HS-grad,9,Married-civ-spouse,White,Male
33,Machine-op-inspct,9th,5,Divorced,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
55,Transport-moving,Some-college,10,Married-civ-spouse,Black,Male
48,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
77,Sales,Some-college,10,Married-civ-spouse,White,Male
66,Prof-specialty,Assoc-voc,11,Widowed,White,Female
65,Other-service,HS-grad,9,Widowed,White,Female
22,Craft-repair,HS-grad,9,Never-married,White,Male
54,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
35,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
51,Tech-support,HS-grad,9,Married-civ-spouse,White,Male
28,Other-service,Bachelors,13,Never-married,White,Male
25,Transport-moving,Some-college,10,Never-married,Black,Male
30,Other-service,11th,7,Never-married,White,Male
52,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
29,Craft-repair,HS-grad,9,Never-married,White,Male
19,Adm-clerical,HS-grad,9,Never-married,White,Male
33,Other-service,Some-college,10,Separated,Black,Female
38,Sales,Bachelors,13,Married-civ-spouse,White,Male
20,Machine-op-inspct,HS-grad,9,Never-married,White,Male
59,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
18,Other-service,5th-6th,3,Never-married,White,Male
44,Sales,Some-college,10,Married-civ-spouse,White,Male
30,Exec-managerial,Some-college,10,Never-married,White,Female
23,Other-service,7th-8th,4,Never-married,White,Male
31,Adm-clerical,HS-grad,9,Never-married,White,Male
33,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Male
40,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
21,Adm-clerical,12th,8,Never-married,Black,Male
44,Sales,Bachelors,13,Never-married,White,Male
24,Exec-managerial,HS-grad,9,Divorced,Amer-Indian-Eskimo,Female
26,Craft-repair,HS-grad,9,Never-married,White,Male
52,Sales,Some-college,10,Married-civ-spouse,White,Male
57,Adm-clerical,HS-grad,9,Divorced,White,Female
21,Tech-support,Some-college,10,Never-married,White,Female
44,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
58,Sales,HS-grad,9,Divorced,White,Female
34,Machine-op-inspct,10th,6,Divorced,White,Male
25,Craft-repair,HS-grad,9,Never-married,White,Male
28,Prof-specialty,Prof-school,15,Never-married,White,Male
46,Craft-repair,HS-grad,9,Separated,White,Male
27,Craft-repair,9th,5,Never-married,White,Male
38,Adm-clerical,Assoc-voc,11,Divorced,White,Female
64,Craft-repair,11th,7,Married-civ-spouse,White,Male
24,Protective-serv,Some-college,10,Married-civ-spouse,White,Male
43,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
54,Tech-support,Some-college,10,Married-civ-spouse,White,Male
46,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
57,Prof-specialty,Bachelors,13,Widowed,White,Male
25,Other-service,Bachelors,13,Never-married,White,Female
45,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
29,Machine-op-inspct,9th,5,Never-married,White,Male
19,Prof-specialty,HS-grad,9,Never-married,White,Male
44,Sales,HS-grad,9,Married-civ-spouse,White,Male
34,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
35,Other-service,Bachelors,13,Married-civ-spouse,White,Female
29,Sales,HS-grad,9,Married-civ-spouse,White,Male
22,Adm-clerical,Some-college,10,Never-married,White,Male
55,Machine-op-inspct,11th,7,Married-civ-spouse,White,Male
68,Sales,HS-grad,9,Married-civ-spouse,White,Male
29,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
38,Craft-repair,Masters,14,Married-civ-spouse,Black,Male
71,Sales,Some-college,10,Separated,Black,Male
34,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
22,Adm-clerical,Some-college,10,Never-married,White,Male
20,Other-service,HS-grad,9,Married-spouse-absent,White,Female
39,Other-service,11th,7,Divorced,White,Male
23,Craft-repair,Some-college,10,Never-married,White,Male
47,Other-service,Assoc-voc,11,Never-married,White,Female
41,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
53,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
42,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
33,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
54,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
38,Tech-support,Some-college,10,Divorced,Black,Female
54,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
24,Exec-managerial,Assoc-voc,11,Never-married,White,Male
49,Prof-specialty,Masters,14,Widowed,White,Female
46,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
28,Prof-specialty,Bachelors,13,Never-married,White,Female
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
24,Sales,Some-college,10,Never-married,White,Male
26,Handlers-cleaners,HS-grad,9,Never-married,Black,Male
53,Craft-repair,7th-8th,4,Married-civ-spouse,Asian-Pac-Islander,Male
46,Adm-clerical,HS-grad,9,Divorced,White,Female
45,Craft-repair,Assoc-acdm,12,Divorced,White,Female
21,Exec-managerial,Assoc-voc,11,Never-married,White,Female
40,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
22,Other-service,HS-grad,9,Never-married,White,Female
19,Other-service,HS-grad,9,Never-married,White,Female
19,Craft-repair,HS-grad,9,Never-married,White,Male
24,Adm-clerical,Some-college,10,Never-married,White,Male
41,Prof-specialty,Bachelors,13,Divorced,White,Male
57,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
23,Other-service,Some-college,10,Divorced,White,Female
19,Other-service,Some-college,10,Never-married,White,Male
38,Exec-managerial,Some-college,10,Divorced,Black,Female
31,Sales,Bachelors,13,Married-civ-spouse,White,Male
55,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
20,Exec-managerial,9th,5,Never-married,White,Female
45,Exec-managerial,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female
44,Machine-op-inspct,Some-college,10,Divorced,White,Male
64,Craft-repair,12th,8,Married-civ-spouse,White,Male
39,Handlers-cleaners,HS-grad,9,Never-married,White,Male
42,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
50,Sales,Bachelors,13,Married-civ-spouse,White,Male
45,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Female
39,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
57,Adm-clerical,HS-grad,9,Separated,Black,Female
19,Farming-fishing,HS-grad,9,Never-married,White,Male
35,Sales,HS-grad,9,Divorced,White,Female
52,Other-service,HS-grad,9,Separated,White,Female
34,Transport-moving,HS-grad,9,Separated,Asian-Pac-Islander,Male
62,Sales,HS-grad,9,Married-civ-spouse,White,Male
23,Exec-managerial,Bachelors,13,Never-married,White,Female
31,Tech-support,12th,8,Married-civ-spouse,White,Female
70,Handlers-cleaners,HS-grad,9,Married-civ-spouse,White,Male
18,Farming-fishing,10th,6,Never-married,White,Male
30,Exec-managerial,Bachelors,13,Never-married,White,Female
32,Adm-clerical,Assoc-acdm,12,Never-married,White,Female
48,Handlers-cleaners,HS-grad,9,Never-married,White,Male
34,Adm-clerical,HS-grad,9,Never-married,White,Male
36,Other-service,Preschool,1,Divorced,Other,Male
50,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
25,Adm-clerical,Bachelors,13,Never-married,White,Male
44,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
31,Sales,Bachelors,13,Married-civ-spouse,White,Male
